Time From (DK),Time To (DK),Heat Production (MW),Expenses (DKK),Gas Consumption (MWh(gas)),Oil Consumption (MWh(oil)),CO2 Emissions (Kg),Units Used
08/23/2024 09:00:00,08/23/2024 10:00:00,2.02,1050.4,1.82,0,353.5,Gas Boiler 1
08/23/2024 10:00:00,08/23/2024 11:00:00,1.8,936,1.62,0,315,Gas Boiler 1
08/23/2024 11:00:00,08/23/2024 12:00:00,1.73,899.6,1.56,0,302.75,Gas Boiler 1
08/23/2024 12:00:00,08/23/2024 13:00:00,1.72,894.4,1.55,0,301,Gas Boiler 1
08/23/2024 13:00:00,08/23/2024 14:00:00,1.62,842.4,1.46,0,283.5,Gas Boiler 1
08/23/2024 14:00:00,08/23/2024 15:00:00,1.62,842.4,1.46,0,283.5,Gas Boiler 1
08/23/2024 15:00:00,08/23/2024 16:00:00,1.67,868.4,1.5,0,292.25,Gas Boiler 1
08/23/2024 16:00:00,08/23/2024 17:00:00,1.61,837.2,1.45,0,281.75,Gas Boiler 1
08/23/2024 17:00:00,08/23/2024 18:00:00,1.65,858,1.48,0,288.75,Gas Boiler 1
08/23/2024 18:00:00,08/23/2024 19:00:00,1.65,858,1.48,0,288.75,Gas Boiler 1
08/23/2024 19:00:00,08/23/2024 20:00:00,1.67,868.4,1.5,0,292.25,Gas Boiler 1
08/23/2024 20:00:00,08/23/2024 21:00:00,1.68,873.6,1.51,0,294,Gas Boiler 1
08/23/2024 21:00:00,08/23/2024 22:00:00,1.62,842.4,1.46,0,283.5,Gas Boiler 1
08/23/2024 22:00:00,08/23/2024 23:00:00,1.61,837.2,1.45,0,281.75,Gas Boiler 1
08/23/2024 23:00:00,08/24/2024 00:00:00,1.7,884,1.53,0,297.5,Gas Boiler 1
08/24/2024 00:00:00,08/24/2024 01:00:00,1.71,889.2,1.54,0,299.25,Gas Boiler 1
08/24/2024 01:00:00,08/24/2024 02:00:00,1.75,910,1.58,0,306.25,Gas Boiler 1
08/24/2024 02:00:00,08/24/2024 03:00:00,1.66,863.2,1.49,0,290.5,Gas Boiler 1
08/24/2024 03:00:00,08/24/2024 04:00:00,1.64,852.8,1.48,0,287,Gas Boiler 1
08/24/2024 04:00:00,08/24/2024 05:00:00,1.7,884,1.53,0,297.5,Gas Boiler 1
08/24/2024 05:00:00,08/24/2024 06:00:00,1.78,925.6,1.6,0,311.5,Gas Boiler 1
08/24/2024 06:00:00,08/24/2024 07:00:00,1.8,936,1.62,0,315,Gas Boiler 1
08/24/2024 07:00:00,08/24/2024 08:00:00,1.78,925.6,1.6,0,311.5,Gas Boiler 1
08/24/2024 08:00:00,08/24/2024 09:00:00,1.82,946.4,1.64,0,318.5,Gas Boiler 1
08/24/2024 09:00:00,08/24/2024 10:00:00,1.9,988,1.71,0,332.5,Gas Boiler 1
08/24/2024 10:00:00,08/24/2024 11:00:00,1.86,967.2,1.67,0,325.5,Gas Boiler 1
08/24/2024 11:00:00,08/24/2024 12:00:00,1.88,977.6,1.69,0,329,Gas Boiler 1
08/24/2024 12:00:00,08/24/2024 13:00:00,1.83,951.6,1.65,0,320.25,Gas Boiler 1
08/24/2024 13:00:00,08/24/2024 14:00:00,1.76,915.2,1.58,0,308,Gas Boiler 1
08/24/2024 14:00:00,08/24/2024 15:00:00,1.63,847.6,1.47,0,285.25,Gas Boiler 1
08/24/2024 15:00:00,08/24/2024 16:00:00,1.57,816.4,1.41,0,274.75,Gas Boiler 1
08/24/2024 16:00:00,08/24/2024 17:00:00,1.55,806,1.39,0,271.25,Gas Boiler 1
08/24/2024 17:00:00,08/24/2024 18:00:00,1.54,800.8,1.39,0,269.5,Gas Boiler 1
08/24/2024 18:00:00,08/24/2024 19:00:00,1.56,811.2,1.4,0,273,Gas Boiler 1
08/24/2024 19:00:00,08/24/2024 20:00:00,1.56,811.2,1.4,0,273,Gas Boiler 1
08/24/2024 20:00:00,08/24/2024 21:00:00,1.59,826.8,1.43,0,278.25,Gas Boiler 1
08/24/2024 21:00:00,08/24/2024 22:00:00,1.57,816.4,1.41,0,274.75,Gas Boiler 1
08/24/2024 22:00:00,08/24/2024 23:00:00,1.55,806,1.39,0,271.25,Gas Boiler 1
08/24/2024 23:00:00,08/25/2024 00:00:00,1.62,842.4,1.46,0,283.5,Gas Boiler 1
