Time From (DK),Time To (DK),Heat Production (MW),Electricity Production (MW),Electricity Consumption (MW),Expenses (DKK),Profit (DKK),Gas Consumption (MWh(gas)),Oil Consumption (MWh(oil)),CO2 Emissions (Kg),Units Used
08/23/2024 16:00:00,08/23/2024 17:00:00,1.61,0,9.66,640.83,0,0,0,0,Heat Pump 1
08/23/2024 17:00:00,08/23/2024 18:00:00,1.65,0,9.9,679.77,0,0,0,0,Heat Pump 1
08/23/2024 18:00:00,08/23/2024 19:00:00,1.65,0,9.9,788.17,0,0,0,0,Heat Pump 1
08/23/2024 19:00:00,08/23/2024 20:00:00,1.67,4.34,0,1653.3,1448.27,3.01,0,1085.5,Gas Motor 1
08/23/2024 20:00:00,08/23/2024 21:00:00,1.68,4.37,0,1663.2,1648.84,3.02,0,1092,Gas Motor 1
08/23/2024 21:00:00,08/23/2024 22:00:00,1.62,4.21,0,1603.8,1675.37,2.92,0,1053,Gas Motor 1
08/23/2024 22:00:00,08/23/2024 23:00:00,1.61,4.19,0,1593.9,1565.77,2.9,0,1046.5,Gas Motor 1
08/23/2024 23:00:00,08/24/2024 00:00:00,1.7,4.42,0,1683,1500.93,3.06,0,1105,Gas Motor 1
08/24/2024 00:00:00,08/24/2024 01:00:00,1.71,0,10.26,1397.92,0,0,0,0,Heat Pump 1
08/24/2024 01:00:00,08/24/2024 02:00:00,1.75,0,10.5,1369.72,0,0,0,0,Heat Pump 1
08/24/2024 02:00:00,08/24/2024 03:00:00,1.66,0,9.96,1152.26,0,0,0,0,Heat Pump 1
08/24/2024 03:00:00,08/24/2024 04:00:00,1.64,0,9.84,1126.43,0,0,0,0,Heat Pump 1
08/24/2024 04:00:00,08/24/2024 05:00:00,1.7,0,10.2,1292.22,0,0,0,0,Heat Pump 1
08/24/2024 05:00:00,08/24/2024 06:00:00,1.78,0,10.68,1433.13,0,0,0,0,Heat Pump 1
08/24/2024 06:00:00,08/24/2024 07:00:00,1.8,4.68,0,1782,1539,3.24,0,1170,Gas Motor 1
08/24/2024 07:00:00,08/24/2024 08:00:00,1.78,4.63,0,1762.2,1521.9,3.2,0,1157,Gas Motor 1
08/24/2024 08:00:00,08/24/2024 09:00:00,1.82,0,10.92,1525.52,0,0,0,0,Heat Pump 1
08/24/2024 09:00:00,08/24/2024 10:00:00,1.9,0,11.4,1326.26,0,0,0,0,Heat Pump 1
08/24/2024 10:00:00,08/24/2024 11:00:00,1.86,0,11.16,1223.56,0,0,0,0,Heat Pump 1
08/24/2024 11:00:00,08/24/2024 12:00:00,1.88,0,11.28,1189.91,0,0,0,0,Heat Pump 1
08/24/2024 12:00:00,08/24/2024 13:00:00,1.83,0,10.98,1122.71,0,0,0,0,Heat Pump 1
08/24/2024 13:00:00,08/24/2024 14:00:00,1.76,0,10.56,1027.63,0,0,0,0,Heat Pump 1
08/24/2024 14:00:00,08/24/2024 15:00:00,1.63,0,9.78,1016.27,0,0,0,0,Heat Pump 1
08/24/2024 15:00:00,08/24/2024 16:00:00,1.57,0,9.42,1009.12,0,0,0,0,Heat Pump 1
08/24/2024 16:00:00,08/24/2024 17:00:00,1.55,0,9.3,994.53,0,0,0,0,Heat Pump 1
08/24/2024 17:00:00,08/24/2024 18:00:00,1.54,0,9.24,1218.06,0,0,0,0,Heat Pump 1
08/24/2024 18:00:00,08/24/2024 19:00:00,1.56,4.06,0,1544.4,1348.43,2.81,0,1014,Gas Motor 1
08/24/2024 19:00:00,08/24/2024 20:00:00,1.56,4.06,0,1544.4,1640.23,2.81,0,1014,Gas Motor 1
08/24/2024 20:00:00,08/24/2024 21:00:00,1.59,4.13,0,1574.1,1668.55,2.86,0,1033.5,Gas Motor 1
08/24/2024 21:00:00,08/24/2024 22:00:00,1.57,4.08,0,1554.3,1459.16,2.83,0,1020.5,Gas Motor 1
08/24/2024 22:00:00,08/24/2024 23:00:00,1.55,0,9.3,1200.29,0,0,0,0,Heat Pump 1
08/24/2024 23:00:00,08/25/2024 00:00:00,1.62,0,9.72,1080.62,0,0,0,0,Heat Pump 1
